Codigo;Nombre;CodigoPadre
Q675;DEFORMIDAD CONGENITA DE LA COLUMNA VERTEBRAL;Q67
Q676;TORAX EXCAVADO;Q67
Q677;TORAX EN QUILLA;Q67
Q678;OTRAS DEFORMIDADES CONGENITAS DEL TORAX;Q67
Q68;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;NULL
Q680;DEFORMIDAD CONGENITA DEL MUSCULO ESTERNOCLEIDOMASTOIDEO;Q68
Q681;DEFORMIDAD CONGENITA DE LA MANO;Q68
Q682;DEFORMIDAD CONGENITA DE LA RODILLA;Q68
Q683;CURVATURA CONGENITA DEL FEMUR;Q68
Q684;CURVATURA CONGENITA DE LA TIBIA Y EL PERONE;Q68
Q685;CURVATURA CONGENITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION;Q68
Q688;OTRAS DEFORMIDADES CONGENITAS OSTEOMUSCULARES, ESPECIFICADAS;Q68
Q69;POLIDACTILIA;NULL
Q690;DEDO(S) SUPERNUMERARIO(S) DE LA MANO;Q69
Q691;PULGAR(ES) SUPERNUMERARIO(S);Q69
Q692;DEDO(S) SUPERNUMERARIO(S) DEL PIE;Q69
Q699;POLIDACTILIA, NO ESPECIFICADA;Q69
Q70;SINDACTILIA;NULL
Q700;FUSION DE LOS DEDOS DE LA MANO;Q70
Q701;MEMBRANA INTERDIGITAL DE LA MANO;Q70
Q702;FUSION DE LOS DEDOS DEL PIE;Q70
Q703;MEMBRANA INTERDIGITAL DEL PIE;Q70
Q704;POLISINDACTILIA;Q70
Q709;SINDACTILIA, NO ESPECIFICADA;Q70
Q71;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;NULL
Q710;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);Q71
Q711;AUSENCIA CONGENITA DEL BRAZO Y DEL ANTEBRAZO CON PRESENCIA DE LA MANO;Q71
Q712;AUSENCIA CONGENITA DEL ANTEBRAZO Y DE LA MANO;Q71
Q713;AUSENCIA CONGENITA DE LA MANO Y EL (LOS) DEDO(S);Q71
Q714;DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO;Q71
Q715;DEFECTO POR REDUCCION LONGITUDINAL DEL CUBITO;Q71
Q716;MANO EN PINZA DE LANGOSTA;Q71
Q718;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);Q71
Q719;DEFECTO POR REDUCCION DEL MIEMBRO SUPERIOR, NO ESPECIFICADO;Q71
Q72;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;NULL
Q720;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);Q72
Q721;AUSENCIA CONGENITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE;Q72
Q722;AUSENCIA CONGENITA DE LA PIERNA Y DEL PIE;Q72
Q723;AUSENCIA CONGENITA DEL PIE Y DEDO(S) DEL PIE;Q72
Q724;DEFECTO POR REDUCCION LONGITUDINAL DEL FEMUR;Q72
Q725;DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA;Q72
Q726;DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE;Q72
Q727;PIE HENDIDO;Q72
Q728;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);Q72
Q729;DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR, NO ESPECIFICADO;Q72
Q73;DEFECTOS POR REDUCCION DE MIEMBRO NO ESPECIFICADO;NULL
Q730;AUSENCIA COMPLETA DE MIEMBRO(S) NO ESPECIFICADO(S);Q73
Q731;FOCOMELIA, MIEMBRO(S) NO ESPECIFICADO(S);Q73
Q738;OTROS DEFECTOS POR REDUCCION DE MIEMBRO(S) NO ESPECIFICADO(S);Q73
Q74;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);NULL
Q740;OTRAS MALFORMACIONES CONGENITAS DE (DE LOS) MIEMBRO(S) SUPERIOR(ES), INCLUIDA LA CINTURA ESCAPULAR;Q74
Q741;MALFORMACION CONGENITA DE LA RODILLA;Q74
Q742;OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) INFERIOR(ES), INCLUIDA LA CINTURA PELVIANA;Q74
Q743;ARTROGRIPOSIS MULTIPLE CONGENITA;Q74
Q748;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S);Q74
Q749;MALFORMACION CONGENITA DE MIEMBRO(S), NO ESPECIFICADA;Q74
Q75;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;NULL
Q750;CRANEOSINOSTOSIS;Q75
Q751;DISOSTOSIS CRANEOFACIAL;Q75
Q752;HIPERTELORISMO;Q75
Q753;MACROCEFALIA;Q75
Q754;DISOSTOSIS MAXILOFACIAL;Q75
Q755;DISOSTOSIS OCULOMAXILAR;Q75
Q758;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;Q75
Q759;MALFORMACION CONGENITA NO ESPECIFICADA DE LOS HUESOS DEL CRANEO Y DE LA CARA;Q75
Q76;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;NULL
Q760;ESPINA BIFIDA OCULTA;Q76
Q761;SINDROME DE KLIPPEL-FEIL;Q76
Q762;ESPONDILOLISTESIS CONGENITA;Q76
Q763;ESCOLIOSIS CONGENITA DEBIDA A MALFORMACION CONGENITA OSEA;Q76
Q764;OTRA MALFORMACION CONGENITA DE LA COLUMNA VERTEBRAL, NO ASOCIADA CON ESCOLIOSIS;Q76
Q765;COSTILLA CERVICAL;Q76
Q766;OTRAS MALFORMACIONES CONGENITAS DE LAS COSTILLAS;Q76
Q767;MALFORMACION CONGENITA DEL ESTERNON;Q76
Q768;OTRAS MALFORMACIONES CONGENITAS DEL TORAX OSEO;Q76
Q769;MALFORMACION CONGENITA DEL TORAX OSEO, NO ESPECIFICADA;Q76
Q77;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;NULL
Q770;ACONDROGENESIS;Q77
Q771;ENANISMO TANATOFORICO;Q77
Q772;SINDROME DE COSTILLA CORTA;Q77
Q773;CONDRODISPLASIA PUNCTATA;Q77
Q774;ACONDROPLASIA;Q77
Q775;DISPLASIA DISTROFICA;Q77
Q776;DISPLASIA CONDROECTODERMICA;Q77
Q777;DISPLASIA ESPONDILOEPIFISARIA;Q77
Q778;OTRAS OSTEOCONDRODISPLASIAS CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;Q77
Q779;OSTEOCONDRODISPLASIA CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL, SIN OTRA ESPECIFICACION;Q77
Q78;OTRAS OSTEOCONDRODISPLASIAS;NULL
Q780;OSTEOGENESIS IMPERFECTA;Q78
Q781;DISPLASIA POLIOSTOTICA FIBROSA;Q78
Q782;OSTEOPETROSIS;Q78
Q783;DISPLASIA DIAFISARIA PROGRESIVA;Q78
Q784;ENCONDROMATOSIS;Q78
Q785;DISPLASIA METAFISARIA;Q78
Q786;EXOSTOSIS CONGENITA MULTIPLE;Q78
Q788;OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS;Q78
Q789;OSTEOCONDRODISPLASIA, NO ESPECIFICADA;Q78
Q79;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR, NO CLASIFICADAS EN OTRA PARTE;NULL
Q790;HERNIA DIAFRAGMATICA CONGENITA;Q79
Q791;OTRAS MALFORMACIONES CONGENITAS DEL DIAFRAGMA;Q79
Q792;EXONFALOS;Q79
Q793;GASTROSQUISIS;Q79
Q794;SINDROME DEL ABDOMEN EN CIRUELA PASA;Q79
Q795;OTRAS MALFORMACIONES CONGENITAS DE LA PARED ABDOMINAL;Q79
Q796;SINDROME DE EHLERS-DANLOS;Q79
Q798;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR;Q79
Q799;MALFORMACION CONGENITA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA;Q79
Q80;ICTIOSIS CONGENITA;NULL
Q800;ICTIOSIS VULGAR;Q80
Q801;ICTIOSIS LIGADA AL CROMOSOMA X;Q80
Q802;ICTIOSIS LAMELAR;Q80
Q803;ERITRODERMIA ICTIOSIFORME VESICULAR CONGENITA;Q80
Q804;FETO ARLEQUÍN;Q80
Q808;OTRAS ICTIOSIS CONGENITAS;Q80
Q809;ICTIOSIS CONGENITA, NO ESPECIFICADA;Q80
Q81;EPIDERMOLISIS BULLOSA;NULL
Q810;EPIDERMOLISIS BULLOSA SIMPLE;Q81
Q811;EPIDERMOLISIS BULLOSA LETAL;Q81
Q812;EPIDERMOLISIS BULLOSA DISTROFICA;Q81
Q818;OTRAS EPIDERMOLISIS BULLOSAS;Q81
Q819;EPIDERMOLISIS BULLOSA, NO ESPECIFICADA;Q81
Q82;OTRAS MALFORMACIONES CONGENITAS DE LA PIEL;NULL
Q820;LINFEDEMA HEREDITARIO;Q82
Q821;XERODERMA PIGMENTOSO;Q82
Q822;MASTOCITOSIS;Q82
Q823;INCONTINENCIA PIGMENTARIA;Q82
Q824;DISPLASIA ECTODERMICA (ANHIDROTICA);Q82
Q825;NEVO NO NEOPLASICO, CONGENITO;Q82
Q828;OTRAS MALFORMACIONES CONGENITAS DE LA PIEL, ESPECIFICADAS;Q82
Q829;MALFORMACION CONGENITA DE LA PIEL, NO ESPECIFICADA;Q82
Q83;MALFORMACIONES CONGENITAS DE LA MAMA;NULL
Q830;AUSENCIA CONGENITA DE LA MAMA CON AUSENCIA DEL PEZON;Q83
Q831;MAMA SUPERNUMERARIA;Q83
Q832;AUSENCIA DEL PEZON;Q83
Q833;PEZON SUPERNUMERARIO;Q83
Q838;OTRAS MALFORMACIONES CONGENITAS DE LA MAMA;Q83
Q839;MALFORMACION CONGENITA DE LA MAMA, NO ESPECIFICADA;Q83
Q84;OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS;NULL
Q840;ALOPECIA CONGENITA;Q84
Q841;ALTERACIONES MORFOLOGICAS CONGENITAS DEL PELO, NO CLASIFICADAS EN OTRA PARTE;Q84
Q842;OTRAS MALFORMACIONES CONGENITAS DEL PELO;Q84
Q843;ANONIQUIA;Q84
Q844;LEUCONIQUIA CONGENITA;Q84
Q845;AGRANDAMIENTO E HIPERTROFIA DE LAS UÑAS;Q84
Q846;OTRAS MALFORMACIONES CONGENITAS DE LAS UÑAS;Q84
Q848;OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS, ESPECIFICADAS;Q84
Q849;MALFORMACION CONGENITA DE LAS FANERAS, NO ESPECIFICADA;Q84
Q85;FACOMATOSIS NO CLASIFICADAS EN OTRA PARTE;NULL
Q850;NEUROFIBROMATOSIS (NO MALIGNA);Q85
Q851;ESCLEROSIS TUBEROSA;Q85
Q858;OTRAS FACOMATOSIS, NO CLASIFICADAS EN OTRA PARTE;Q85
Q859;FACOMATOSIS, NO ESPECIFICADA;Q85
Q86;SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOCIDAS NO CLASIFICADAS EN OTRA PARTE;NULL
Q860;SINDROME FETAL (DISMORFICO) DEBIDO AL ALCOHOL;Q86
Q861;SINDROME DE HIDANTOINA FETAL;Q86
Q862;DISMORFISMO DEBIDO A WARFARINA;Q86
Q868;OTROS SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOCIDAS;Q86
Q87;OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS QUE AFECTAN MULTIPLES SISTEMAS;NULL
Q870;SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL;Q87
Q871;SINDROMES DE MALFORMACIONES CONGENITAS ASOCIADAS PRINCIPALMENTE CON ESTATURA BAJA;Q87
Q872;SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LOS MIEMBROS;Q87
Q873;SINDROMES DE MALFORMACIONES CONGENITAS CON EXCESO DE CRECIMIENTO PRECOZ;Q87
Q874;SINDROME DE MARFAN;Q87
Q875;OTROS SINDROMES DE MALFORMACIONES CONGENITAS CON OTROS CAMBIOS ESQUELETICOS;Q87
Q878;OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS, NO CLASIFICADOS EN OTRA PARTE;Q87
Q89;OTRAS MALFORMACIONES CONGENITAS NO CLASIFICADAS EN OTRA PARTE;NULL
Q890;MALFORMACIONES CONGENITAS DEL BAZO;Q89
Q891;MALFORMACIONES CONGENITAS DE LA GLANDULA SUPRARRENAL;Q89
Q892;MALFORMACIONES CONGENITAS OTRAS GLANDULAS ENDOCRINAS;Q89
Q893;SITUS INVERSUS;Q89
Q894;GEMELOS SIAMESES;Q89
Q897;MALFORMACIONES CONGENITAS MULTIPLES, NO CLASIFICADAS EN OTRA PARTE;Q89
Q898;OTRAS MALFORMACIONES CONGENITAS, ESPECIFICADAS;Q89
Q899;MALFORMACION CONGENITA, NO ESPECIFICADA;Q89
Q90;SINDROME DE DOWN;NULL
Q900;TRISOMIA 21, POR FALTA DE DISYUNCION MEIOTICA;Q90
Q901;TRISOMIA 21, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);Q90
Q902;TRISOMIA 21, POR TRANSLOCACION;Q90
Q909;SINDROME DE DOWN, NO ESPECIFICADO;Q90
Q91;SINDROME DE EDWARDS Y SINDROME DE PATAU;NULL
Q910;TRISOMIA 18, POR FALTA DE DISYUNCION MEIOTICA;Q91
Q911;TRISOMIA 18, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);Q91
Q912;TRISOMIA 18, POR TRANSLOCACION;Q91
Q913;SINDROME DE EDWARDS, NO ESPECIFICADO;Q91
Q914;TRISOMIA 13, POR FALTA DE DISYUNCION MEIOTICA;Q91
Q915;TRISOMIA 13, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);Q91
Q916;TRISOMIA 13, POR TRANSLOCACION;Q91
Q917;SINDROME DE PATAU, NO ESPECIFICADO;Q91
Q92;OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS NO CLASIFICADAS EN OTRA PARTE;NULL
Q920;TRISOMIA DE UN CROMOSOMA COMPLETO, POR FALTA DE DISYUNCION MEIOTICA;Q92
Q921;TRISOMIA DE UN CROMOSOMA COMPLETO, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);Q92
Q922;TRISOMIA PARCIAL MAYOR;Q92
Q923;TRISOMIA PARCIAL MENOR;Q92
Q924;DUPLICACIONES VISIBLES SOLO EN LA PROMETAFASE;Q92
Q925;DUPLICACIONES CON OTROS REORDENAMIENTOS COMPLEJOS;Q92
Q926;CROMOSOMAS MARCADORES SUPLEMENTARIOS;Q92
Q927;TRIPLOIDIA Y POLIPLOIDIA;Q92
Q928;OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS, ESPECIFICADAS;Q92
Q929;TRISOMIA Y TRISOMIA PARCIAL DE LOS AUTOSOMAS, SIN OTRA ESPECIFICACION;Q92
Q93;MONOSOMIAS Y SUPRESIONES DE LOS AUTOSOMAS, NO CLASIFICADAS EN OTRA PARTE;NULL
Q930;MONOSOMIA COMPLETA DE UN CROMOSOMA, POR FALTA DE DISYUNCION MEIOTICA;Q93
Q931;MONOSOMIA COMPLETA DE UN CROMOSOMA, MOSAICO (POR FALTA DE DISYUNCION MITOTICA);Q93
Q932;CROMOSOMA REEMPLAZADO POR ANILLO O DICENTRICO;Q93
Q933;SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 4;Q93
Q934;SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 5;Q93
Q935;OTRAS SUPRESIONES DE PARTE DE UN CROMOSOMA;Q93
Q936;SUPRESIONES VISIBLES SOLO EN LA PROMETAFASE;Q93
Q937;SUPRESIONES CON OTROS REORDENAMIENTOS COMPLEJOS;Q93
Q938;OTRAS SUPRESIONES DE LOS AUTOSOMAS;Q93
Q939;SUPRESION DE LOS AUTOSOMAS, NO ESPECIFICADA;Q93
Q95;REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES, NO CLASIFICADAS EN OTRA PARTE;NULL
Q950;TRANSLOCACION EQUILIBRADA E INSERCION EN INDIVIDUO NORMAL;Q95
Q951;INVERSION CROMOSOMICA EN INDIVIDUO NORMAL;Q95
Q952;REORDENAMIENTO AUTOSOMICO EQUILIBRADO EN INDIVIDUO ANORMAL;Q95
Q953;REORDENAMIENTO AUTOSOMICO/SEXUAL EQUILIBRADO EN INDIVIDUO ANORMAL;Q95
Q954;INDIVIDUOS CON HETEROCROMATINA MARCADORA;Q95
Q955;INDIVIDUOS CON SITIO FRAGIL AUTOSOMICO;Q95
Q958;OTROS REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES;Q95
Q959;REORDENAMIENTO EQUILIBRADO Y MARCADOR ESTRUCTURAL, SIN OTRA ESPECIFICACION;Q95
Q96;SINDROME DE TURNER;NULL
Q960;CARIOTIPO 45,X;Q96
Q961;CARIOTIPO 46,X ISO (XQ);Q96
Q962;CARIOTIPO 46,X CON CROMOSOMA SEXUAL ANORMAL EXCEPTO ISO (XQ);Q96
Q963;MOSAICO 45,X/46,XX O XY;Q96
Q964;MOSAICO 45,X/OTRA(S) LINEA(S) CELULAR(ES) CON CROMOSOMA SEXUAL ANORMAL;Q96
Q968;OTRAS VARIANTES DEL SINDROME DE TURNER;Q96
Q969;SINDROME DE TURNER, NO ESPECIFICADO;Q96
Q97;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO NO CLASIFICADAS EN OTRA PARTE;NULL
Q970;CARIOTIPO 47,XXX;Q97
Q971;MUJER CON MAS DE TRES CROMOSOMAS X;Q97
Q972;MOSAICO, LINEAS CON NUMERO VARIABLE DE CROMOSOMAS X;Q97
Q973;MUJER CON CARIOTIPO 46,XY;Q97
Q978;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, ESPECIFICADAS;Q97
Q979;ANOMALIA DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO FEMENINO, SIN OTRA ESPECIFICACION;Q97
Q98;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO NO CLASIFICADAS EN OTRA PARTE;NULL
Q980;SINDROME DE KLINEFELTER, CARIOTIPO 47,XXY;Q98
Q981;SINDROME DE KLINEFELTER, HOMBRE CON MAS DE DOS CROMOSOMAS X;Q98
Q982;SINDROME DE KLINEFELTER, HOMBRE CON CARIOTIPO 46,XX;Q98
Q983;OTRO HOMBRE CON CARIOTIPO 46,XX;Q98
Q984;SINDROME DE KLINEFELTER, NO ESPECIFICADO;Q98
Q985;CARIOTIPO 47,XYY;Q98
Q986;HOMBRE CON CROMOSOMA SEXUAL ESTRUCTURALMENTE ANORMAL;Q98
Q987;HOMBRE CON MOSAICO DE CROMOSOMAS SEXUALES;Q98
Q988;OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES, CON FENOTIPO MASCULINO, ESPECIFICADAS;Q98
Q989;ANOMALIA DE LOS CROMOSOMAS SEXUALES, FENOTIPO MASCULINO, SIN OTRA ESPECIFICACION;Q98
Q99;OTRAS ANOMALIAS CROMOSOMICAS NO CLASIFICADAS EN OTRA PARTE;NULL
Q990;QUIMERA 46,XX/46,XY;Q99
Q991;HERMAFRODITA VERDADERO 46,XX;Q99
Q992;CROMOSOMA X FRAGIL;Q99
Q998;OTRAS ANOMALIAS DE LOS CROMOSOMAS. ESPECIFICADAS;Q99
Q999;ANOMALIA CROMOSOMICA, NO ESPECIFICADA;Q99
R00;ANORMALIDADES DEL LATIDO CARDIACO;NULL
R000;TAQUICARDIA, NO ESPECIFICADA;R00
R001;BRADICARDIA, NO ESPECIFICADA;R00
R002;PALPITACIONES;R00
R008;OTRAS ANORMALIDADES DEL LATIDO CARDIACO Y LAS NO ESPECIFICADAS;R00
R01;SOPLOS Y OTROS SONIDOS CARDIACOS;NULL
R010;SOPLOS CARDIACOS BENIGNOS O INOCENTES;R01
R011;SOPLO CARDIACO, NO ESPECIFICADO;R01
R012;OTROS SONIDOS CARDIACOS;R01
R02;GANGRENA, NO CLASIFICADA EN OTRA PARTE;NULL
R03;LECTURA DE PRESION SANGUINEA ANORMAL, SIN DIAGNOSTICO;NULL
R030;LECTURA ELEVADA DE LA PRESION SANGUINEA, SIN DIAGNOSTICO DE HIPERTENSION;R03
R031;LECTURA DE PRESION BAJA NO ESPECIFICA;R03
R04;HEMORRAGIAS DE LAS VIAS RESPIRATORIAS;NULL
R040;EPISTAXIS;R04
R041;HEMORRAGIA DE LA GARGANTA;R04
R042;HEMOPTISIS;R04
R048;HEMORRAGIA DE OTROS SITIOS DE LAS VIAS RESPIRATORIAS;R04
R049;HEMORRAGIA DE LAS VIAS RESPIRATORIAS, NO ESPECIFICADA;R04
R05;TOS;NULL
R06;ANORMALIDADES DE LA RESPIRACION;NULL
R060;DISNEA;R06
R061;ESTRIDOR;R06
R062;SILBIDO;R06
R063;RESPIRACION PERIODICA;R06
R064;HIPERVENTILACION;R06
R065;RESPIRACION CON LA BOCA;R06
R066;HIPO;R06
R067;ESTORNUDO;R06
R068;OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS;R06
R07;DOLOR DE GARGANTA Y EN EL PECHO;NULL
R070;DOLOR DE GARGANTA;R07
R071;DOLOR EN EL PECHO AL RESPIRAR;R07
R072;DOLOR PRECORDIAL;R07
R073;OTROS DOLORES EN EL PECHO;R07
R074;DOLOR EN EL PECHO, NO ESPECIFICADO;R07
R09;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO;NULL
R090;ASFIXIA;R09
R091;PLEURESIA;R09
R092;PARO RESPIRATORIO;R09
R093;ESPUTO ANORMAL;R09
R098;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO;R09
R10;DOLOR ABDOMINAL Y PELVICO;NULL
R100;ABDOMEN AGUDO;R10
R101;DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR;R10
R102;DOLOR PELVICO Y PERINEAL;R10
R103;DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN;R10
R104;OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS;R10
R11;NAUSEA Y VOMITO;NULL
R12;ACIDEZ;NULL
R13;DISFAGIA;NULL
R14;FLATULENCIA Y AFECCIONES AFINES;NULL
R15;INCONTINENCIA FECAL;NULL
R16;HEPATOMEGALIA Y ESPLENOMEGALIA NO CLASIFICADAS EN OTRA PARTE;NULL
R160;HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE;R16
R161;ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE;R16
R162;HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE;R16
R17;ICTERICIA NO ESPECIFICADA;NULL
R18;ASCITIS;NULL
R19;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN;NULL
R190;TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA;R19
R191;SONIDOS INTESTINALES ANORMALES;R19
R192;PERISTALSIS VISIBLE;R19
R193;RIGIDEZ ABDOMINAL;R19
R194;CAMBIOS EN LOS HABITOS INTESTINALES;R19
R195;OTRAS ANORMALIDADES FECALES;R19
R196;HALITOSIS;R19
R198;OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN;R19
R20;ALTERACIONES DE LA SENSIBILIDAD CUTANEA;NULL
R200;ANESTESIA DE LA PIEL;R20
R201;HIPOESTESIA DE LA PIEL;R20
R202;PARESTESIA DE LA PIEL;R20
R203;HIPERESTESIA;R20
R208;OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS;R20
R21;SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS;NULL
R22;TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO;NULL
R220;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA;R22
R221;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO;R22
R222;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO;R22
R223;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR;R22
R224;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR;R22
R227;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES;R22
R229;TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA;R22
R23;OTROS CAMBIOS EN LA PIEL;NULL
R230;CIANOSIS;R23
R231;PALIDEZ;R23
R232;RUBOR;R23
R233;EQUIMOSIS ESPONTANEA;R23
R234;CAMBIOS EN LA TEXTURA DE LA PIEL;R23
R238;OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS;R23
R25;MOVIMIENTOS INVOLUNTARIOS ANORMALES;NULL
R250;MOVIMIENTOS ANORMALES DE LA CABEZA;R25
R251;TEMBLOR NO ESPECIFICADO;R25
R252;CALAMBRES Y ESPASMOS;R25
R253;FASCICULACION;R25
R258;OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS;R25
R26;ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD;NULL
R260;MARCHA ATAXICA;R26
R261;MARCHA PARALITICA;R26
R262;DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE;R26
R268;OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS;R26
R27;OTRAS FALLAS DE COORDINACION;NULL
R270;ATAXIA, NO ESPECIFICADA;R27
R278;OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS;R27
R29;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR;NULL
R290;TETANIA;R29
R291;MENINGISMO;R29
R292;REFLEJOS ANORMALES;R29
R293;POSTURA ANORMAL;R29
R294;CHASQUIDO DE LA CADERA;R29
R298;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS;R29
R30;DOLOR ASOCIADO CON LA MICCION;NULL
R300;DISURIA;R30
R301;TENESMO VESICAL;R30
R309;MICCION DOLOROSA, NO ESPECIFICADA;R30
R31;HEMATURIA, NO ESPECIFICADA;NULL
R32;INCONTINENCIA URINARIA, NO ESPECIFICADA;NULL
R33;RETENCION DE ORINA;NULL
R34;ANURIA Y OLIGURIA;NULL
R35;POLIURIA;NULL
R36;DESCARGA URETRAL;NULL
R39;OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO;NULL
